-0.78835,-1.3352,-1.4235,-0.94162,-1.3734,-1.1928,-1.0889,-1.3354,-1.4244,-0.10414,-1.2437,-1.0138,-1.3183,-1.3561,-1.3397,-0.58592,-1.5102,-1.18,-1.2076,-0.58472,-1.0458,-1.1116,-1.1871,-1.4346,-1.2172,-1.2463,0.11392,-1.3857,-1.0634,-0.30164,-1.2285,-1.4042,-1.4347,-1.3143,-1.2144,-1.3656,-1.3118,-1.2991,-1.2252,-0.017048,-1.1454,-1.2464,-1.1966,-1.0724,-1.0625,-1.1203,-1.2709,-1.4316,0.3914,-1.2807,-1.227,0.23017,-1.4436,-1.3273,0.089294,-0.7629,-1.058,-1.2241,0.080706,-0.2667,-0.4438,-1.3111,-1.4204,-1.4816,-1.1432,-1.0187,-1.1833,-1.0693,-1.4225,-1.0413,-1.2107,-1.2902
-0.75691,-1.3352,-1.4235,-1.3627,-0.52713,-0.58862,-1.3374,-1.3354,-0.062957,-0.63548,-0.12513,-1.0138,-0.58472,-1.2445,-1.3397,-1.3574,-1.052,-1.18,-1.2076,-0.29243,-1.0458,-1.1116,-1.1871,-1.4346,-1.2172,-1.2463,-0.053155,-1.3857,0.47254,-0.84893,-1.2285,-0.90359,-0.44315,-1.3143,-0.34542,-1.3656,-0.22247,0.2473,-1.2252,-0.79541,-1.1454,0.20079,-1.1966,-1.0724,-1.0625,-1.1203,-1.2709,-1.0298,-1.3041,-1.2807,-0.19487,-0.095223,-1.4436,-1.3273,-1.1183,-0.85196,-1.058,-0.37099,-0.7425,-0.5546,-0.5793,-1.3111,-1.4204,-1.0873,-1.1432,-1.0187,-0.51489,0.49064,-1.4225,0.066865,-0.83401,-0.16681
-1.4141,-1.3352,-1.3895,-1.3627,-1.3734,-1.1928,-1.3374,-1.3354,-1.4244,-1.1857,-1.2437,-1.0138,-1.3183,-1.3561,0.21544,-1.3574,-1.5102,-1.18,-1.2076,-1.5344,-1.0458,-1.1116,-1.1871,-1.4346,-1.2172,-1.2463,-1.2164,-1.3857,-1.0634,-1.2724,-1.2285,-1.4042,1.1135,-1.3143,-1.2144,-0.72626,0.87044,-0.64674,-1.2252,-1.2546,-1.1454,-1.2464,-1.1966,-1.0724,-1.0625,-0.83947,-1.2709,-1.4316,-1.3041,-1.0506,-1.227,-0.99086,-1.4436,-0.88386,-1.1564,-1.2922,-1.058,-1.2241,-1.0988,-1.1105,-1.2162,-1.3111,-1.4204,-1.4816,-1.1432,-1.0187,-1.1833,-1.3624,0.15796,-1.0413,-1.2107,-1.2902
-0.71803,-1.2055,-0.069438,-0.95926,-1.1913,-0.67335,-1.3374,-0.48643,-0.99883,-0.78669,-1.2437,-1.0138,-0.69905,-0.79434,0.44873,-1.2347,-0.69558,-1.18,-0.98832,-0.32924,-1.0458,-1.1116,-1.1871,-1.0785,-0.62314,-1.2463,-1.2164,-1.1369,-1.0634,-1.0246,-1.2285,-1.2209,0.99142,-0.77274,-1.2144,-0.68502,0.47494,-0.44232,-0.95204,-1.2546,-1.1454,-0.65051,-1.1966,-0.8603,-1.0625,-0.59432,-0.58043,-1.4316,-1.3041,-0.83626,-0.89148,-0.99086,-0.34991,-0.65393,-1.1564,-1.2922,-1.058,-0.51631,-1.0988,-1.1105,-1.2162,-1.2032,-0.90012,-1.4816,-1.1432,-1.0187,-0.41917,-0.83766,0.1211,-0.68076,-0.92023,-1.2902
0.4734,-0.055226,0.91151,-0.052647,0.068572,0.10823,-0.1013,0.24567,0.26973,0.45482,-0.37018,-0.61036,0.48863,1.1105,1.1229,0.36396,0.23735,0.40284,0.03379,1.1498,0.22382,-0.71243,0.51284,0.30828,0.63614,0.22119,0.28358,0.28769,-0.41143,-0.081461,-0.27108,0.075927,1.7005,-0.11182,0.048117,0.27556,0.92879,0.47106,-0.33127,-0.0016128,-0.67543,0.25657,-0.070171,-0.0018983,0.051492,-0.016176,1.3476,0.19024,0.31885,0.072691,-0.1889,-0.18621,0.36385,0.50978,-0.8509,0.54066,0.090787,0.38196,-0.66413,0.15654,-0.081611,0.96208,0.20025,-0.116,-0.24851,0.039406,0.8819,0.29005,0.95779,-0.040154,0.40975,-0.23077
3.1138,0.25122,2.0805,2.2105,0.96381,2.2304,3.3343,1.9675,2.6631,-1.1857,0.60292,3.2436,-1.3183,0.66231,2.3432,-1.3574,-1.5102,0.84466,-1.2076,-1.5344,-1.0458,3.6521,3.6552,-1.4346,2.3663,-1.2463,2.8469,0.73435,0.31472,-1.2724,2.758,2.0945,0.71606,0.14833,1.7434,0.093755,1.3218,0.58658,-1.2252,-1.2546,-1.1086,-1.2464,-0.14101,-0.33627,-1.0625,-0.09527,-1.2709,0.88721,2.7086,-1.2807,1.4892,-0.99086,0.86314,-1.3273,-1.1564,-1.2922,-1.058,-1.2241,-1.0988,-1.1105,-1.2162,-1.3111,1.7025,-1.4816,-1.107,0.62624,-1.1301,-1.3624,-1.4225,3.1776,-1.2107,-1.2902
2.7494,-1.2131,1.6035,1.5209,1.6548,1.8503,2.992,1.1286,2.175,-1.1857,-1.0662,2.5883,-1.3183,0.25374,2.3618,-1.3574,-1.5102,0.95415,-1.2076,-1.5344,-1.0458,3.4843,3.6552,-1.4346,1.7967,-1.2463,2.2097,0.053102,-1.0634,-1.2724,2.0028,1.1886,-1.4347,-1.3143,1.5373,-1.1478,1.0364,0.16709,-1.2252,-1.2546,-1.1454,-1.2464,-1.1966,-1.0724,-1.0625,-1.1203,-1.2709,0.1659,2.2441,-1.2807,-0.53993,-0.99086,0.26906,-1.3273,-1.1564,-1.2922,-1.058,-1.2241,-1.0988,-1.1105,-1.2162,-1.3111,1.2264,-1.4816,-1.1432,0.46137,-1.1833,-1.3624,-1.4225,2.5301,-1.2107,-1.2902
2.6289,1.0403,1.7027,1.6255,-0.31991,1.7291,3.3343,0.97091,2.7214,-1.1857,1.2053,2.8207,-1.3183,1.3402,1.5499,-1.3574,-1.5102,-0.22024,-1.2076,-1.5344,-1.0458,3.2176,2.7009,-1.4346,2.2349,-1.2463,1.8031,1.3164,-1.0634,-1.2724,1.7384,0.91032,-0.50068,-1.1958,0.90143,-1.3656,0.53598,1.359,-1.2252,-1.2546,-1.1454,-1.2464,-1.1966,-0.21679,-1.0625,0.016662,-1.2709,-0.31691,1.8461,-1.2807,0.23911,-0.99086,0.65383,-1.3273,-1.1564,-1.2922,-1.058,-1.2241,-1.0988,-1.1105,-1.2162,-1.3111,0.62494,-1.4816,-0.97513,-0.77047,-1.1833,-1.3624,-1.4225,2.9834,-1.2107,-1.2902
3.1468,3.0972,2.981,3.245,3.1931,3.4709,3.0387,2.6264,2.8371,3.4355,3.288,3.876,2.8269,3.2781,3.0901,3.0266,2.7322,3.67,3.3738,2.3587,-0.47176,3.5154,3.6552,2.9375,3.4418,2.581,3.0413,3.1628,3.5648,2.9186,3.2631,3.0616,2.8802,3.2751,3.2758,2.8477,3.0231,3.2519,2.5517,3.198,3.1927,3.285,3.3465,3.5862,3.5462,3.7501,2.9727,2.8888,2.6903,3.17,3.4431,3.4087,2.9973,2.9756,3.5362,3.0743,3.9632,3.2002,3.1472,3.6784,3.2343,2.4247,2.6978,2.3908,3.1232,2.9574,3.1207,2.9665,3.0253,3.502,2.7074,2.6832
2.8706,2.9532,2.981,3.0004,3.2163,3.4709,3.079,2.021,2.813,3.4355,3.288,3.876,2.7916,2.9904,2.9804,3.2001,2.559,3.67,3.4901,2.2127,-1.0458,3.3232,3.6552,2.8494,3.44,2.817,2.7708,2.9382,3.643,2.8218,3.2433,2.8415,2.7431,3.1453,2.8825,2.8477,2.9703,3.196,2.3713,3.1482,3.6179,3.2189,3.5797,3.5862,3.4754,3.7501,3.1784,2.6151,2.6932,3.0533,3.4431,3.3918,2.897,3.2613,3.668,2.9793,4.0093,3.3792,3.3557,3.735,3.2769,2.7292,2.6799,2.0064,3.4726,3.3009,3.302,2.945,2.901,3.5969,2.6414,2.7442
