-1.6561,-1.6067,-0.31953,-0.90112,-1.4035,-1.7132,-0.53867,-1.8858,-0.46936,-1.5095,-1.5464,-0.51134,0.13994,-1.8089,-1.5044,-1.5423,-1.7628,-1.4811,-0.2223,0.41081,-1.5986,-1.7466,-1.4879,-1.7299,-1.5669,-1.4947,-1.6276,-1.7018,-1.5739,-1.2304,-1.7291,0.16275,-1.7528,-0.3332,0.28595,-1.5269,0.50401,-1.3116,-1.3411,-1.6187,-0.39878,-1.5978
-0.38132,-0.69861,-0.57661,-0.23422,0.37909,-1.7132,-1.4933,0.047201,0.005304,-0.83344,-1.1264,-1.685,-0.28424,-0.098688,0.12295,-0.61832,0.178,-0.94585,-0.18007,0.097798,-0.50774,-0.70971,-1.4879,-0.94191,-0.66201,-0.76866,-0.28153,-0.39461,-1.5739,0.11406,0.38595,0.28516,-0.34876,0.32754,0.33944,-0.42585,0.20253,-0.52028,-0.071535,0.13705,0.3915,0.13993
-1.6561,-0.015467,-0.3399,0.047637,-1.4035,-0.225,0.43806,0.14627,-1.4193,0.66628,0.77086,0.49303,-1.6022,-1.8089,0.58387,-1.5423,0.48989,0.65869,0.41919,0.55864,-1.5986,-1.7466,-0.4825,-1.7299,0.69286,-1.4947,-1.6276,-1.7018,0.11478,0.51429,0.42763,-1.4254,-1.7528,0.13921,-1.3283,0.2071,0.87522,-1.8577,1.0322,-1.6187,0.85041,-1.5978
0.20795,-0.44455,-0.91054,-0.95684,-1.4035,-0.34705,-1.4933,-0.20976,-1.4519,-1.5095,-1.5464,-1.685,-1.6022,-1.8089,-0.29398,-0.76682,-1.7628,-1.4811,0.30564,-1.5889,-1.2142,-0.54519,-0.80634,0.57945,-0.0398,-1.4947,-1.6276,-1.7018,-1.5739,0.087094,-0.69944,-1.4254,-0.29712,-0.64022,-1.3283,-0.39662,-1.4893,-1.5313,0.3662,-1.6187,-1.4944,-0.2066
-1.6561,-1.6067,-1.691,-1.6046,-1.4035,-1.7132,-1.4933,-1.8858,-0.20611,-1.5095,0.33686,0.24953,-1.6022,-1.3909,-0.0035328,-1.5423,-1.7628,-1.4811,-1.7942,0.48618,-1.5986,-0.49061,-1.4879,-0.64999,-1.5669,-1.4947,-0.69404,-0.98688,-1.5739,-1.2304,-1.7291,-1.4254,-1.7528,-1.5248,0.24745,-1.5269,-0.36573,-0.96744,-1.3411,-0.72901,0.30427,-0.54732
-1.6561,-1.6067,-1.691,-1.6046,-1.4035,-1.0442,-1.4933,-1.8858,-1.4519,-0.60382,0.097591,-0.072932,-0.82857,-0.080439,0.58721,-1.5423,0.054667,0.048785,-0.43338,-1.5889,-1.5986,-0.51385,-0.36338,0.27541,0.10579,-1.4947,-1.6276,-1.7018,-1.5739,-0.0024774,-1.7291,-1.4254,-0.29147,0.12828,-1.3283,-1.5269,0.79088,-0.018439,0.32135,-1.6187,0.38223,0.3789
-0.19129,0.24332,-0.45743,-0.20477,-1.4035,-0.45091,-1.4933,0.012662,-0.60519,-0.012385,0.50376,0.41885,0.2234,0.3789,0.3548,-1.5423,-0.22926,-0.22592,-0.15504,0.36851,-0.88061,-0.36012,-0.36723,-0.18949,-0.2284,-1.1092,-0.12444,-0.32592,-1.0475,0.35661,0.34099,-1.4254,0.3839,0.52774,-1.0641,-0.36873,-0.13667,0.15405,0.52938,-0.015826,0.44676,0.47849
-1.6561,-1.6067,-1.691,-1.6046,-1.4035,-1.7132,-1.4933,-1.8858,-1.4519,-1.5095,-0.77598,-1.685,-1.6022,-1.8089,-1.5044,-1.5423,-1.7628,-1.4811,-1.7942,-1.5889,-1.5986,-1.7466,-1.4879,-1.7299,-1.5669,-1.4947,-1.6276,-1.7018,-1.5739,-1.2304,-1.7291,0.55744,-1.7008,-1.5248,-0.74079,-1.5269,-1.4893,-1.8577,-1.3411,-1.6187,0.027506,-1.5978
-1.0256,0.46751,-0.63241,-0.45194,-1.4035,-0.38516,-0.96399,-0.069257,-0.39665,-1.5095,-0.054508,-0.3232,-1.6022,-0.31733,-1.5044,-1.5423,-0.37292,-1.4811,0.20484,0.21377,-1.5986,-1.2074,-1.4879,-0.62567,-1.5669,-1.4947,-0.37534,-1.7018,-1.5739,-1.2304,-0.18581,-0.34563,-0.051128,-1.5248,-0.056118,-0.51722,0.66881,0.14092,-0.21781,-0.012299,-0.32609,0.062438
-1.6561,-1.6067,-0.84464,-1.6046,-1.4035,-0.21012,-1.4933,-1.8858,-1.4519,-0.79919,-0.86204,-0.31083,-1.6022,-1.8089,-1.5044,-1.5423,-0.94098,-1.4811,-1.5337,-0.35066,-0.69511,-1.6181,-0.74275,-0.5276,-1.5669,-1.0077,-1.6276,-1.0715,-1.5739,-1.2304,-0.67175,-1.4254,-0.37435,-1.5248,-1.3283,-1.222,0.29235,-1.8577,0.2271,-0.68772,-1.4944,-1.5978
-0.51345,0.094726,-0.50359,-1.0575,0.54971,-0.17448,-1.4933,-1.8858,-1.4519,-1.5095,-0.98415,-0.065153,-1.6022,-0.77519,-1.5044,-1.5423,-1.3857,-0.22,-0.34965,0.35656,-0.69511,-1.408,-0.63997,-1.7299,-1.0114,-1.4947,-1.6276,-0.69282,-1.5739,-0.089743,0.058182,0.30988,-0.21789,0.13082,-1.3283,-1.5269,-1.0204,-0.43035,-0.37327,-1.6187,-0.39878,-1.5978
-1.6561,-1.6067,-1.691,-1.6046,-1.4035,-1.7132,-1.4933,-1.8858,-1.4519,-1.5095,-1.5464,-0.43669,-1.6022,-1.8089,-1.5044,-1.5423,0.36589,-1.4811,-1.7942,-1.5889,-1.5986,-1.7466,-1.4879,0.52915,-0.18712,-1.4947,0.074101,0.10765,-1.5739,-1.2304,-1.7291,-1.4254,-1.7528,-1.5248,-1.3283,0.68155,-1.4893,-1.8577,-1.3411,-1.6187,-1.4944,-1.5978
-0.36037,-0.39595,-0.43791,-0.67059,-1.1368,0.12172,-0.063135,0.33032,-0.32486,-0.072352,0.026635,0.20019,0.14488,-0.16574,0.22184,1.2826,0.63443,0.26671,-0.062458,-0.2228,0.86831,-0.15674,-1.4879,0.8063,1.2407,-1.4947,0.47802,0.33294,0.20862,-1.2304,-1.7291,-1.4254,0.14462,-0.92343,-1.3283,0.9841,0.24409,-0.0048855,0.41795,-0.28075,0.38223,-0.19969
0.37306,0.47205,0.74763,0.45916,0.782,0.91029,0.68895,0.9785,0.83985,0.61848,0.3338,0.82212,0.70649,0.72769,0.84847,1.5712,1.0342,0.93891,0.81697,0.49904,1.3779,0.60998,0.96385,1.2601,1.4806,0.9886,1.2492,1.202,1.363,-0.035787,0.29801,0.73485,0.57364,0.6234,0.26701,1.6869,0.7166,0.65087,0.9631,0.51694,1.0389,0.99887
